%MODEL.ANALYSIS_MODEL
'PLANE_STRESS'

%MODEL.NODE_COORD
225
1	10.000000	4.000000	0.000000
2	10.000000	3.000000	0.000000
3	2.854423	4.243676	0.000000
4	2.932615	4.425843	0.000000
5	2.726047	4.376411	0.000000
6	3.053456	4.256967	0.000000
7	4.664290	6.572174	0.000000
8	9.214107	3.316348	0.000000
9	8.992333	4.030278	0.000000
10	3.140478	4.431465	0.000000
11	9.296133	2.485285	0.000000
12	10.000000	2.000000	0.000000
13	10.000000	1.000000	0.000000
14	10.000000	0.000000	0.000000
15	2.954436	4.088446	0.000000
16	2.574243	4.481552	0.000000
17	3.061142	4.654200	0.000000
18	2.778153	4.591316	0.000000
19	3.930545	6.190455	0.000000
20	3.804954	7.105396	0.000000
21	2.404843	4.555056	0.000000
22	3.286640	4.274504	0.000000
23	3.161158	4.075997	0.000000
24	8.702440	2.851192	0.000000
25	8.620883	2.196110	0.000000
26	8.029456	4.334462	0.000000
27	5.485521	5.980245	0.000000
28	6.300033	5.378837	0.000000
29	7.137995	4.811896	0.000000
30	4.733301	5.696689	0.000000
31	8.240476	3.509052	0.000000
32	4.001466	5.357610	0.000000
33	3.390575	4.534916	0.000000
34	9.175727	1.533655	0.000000
35	9.334191	0.668817	0.000000
36	9.000000	0.000000	0.000000
37	3.022244	3.916687	0.000000
38	2.569326	4.715499	0.000000
39	3.327170	5.020534	0.000000
40	2.831751	4.895026	0.000000
41	2.344917	4.768188	0.000000
42	3.287127	5.763902	0.000000
43	3.126076	6.564282	0.000000
44	2.877233	7.505776	0.000000
45	2.224359	4.594100	0.000000
46	3.566879	4.282247	0.000000
47	3.418429	4.051799	0.000000
48	3.235649	3.866127	0.000000
49	8.417467	1.584186	0.000000
50	8.046056	2.719133	0.000000
51	7.941340	2.020522	0.000000
52	7.276090	4.044573	0.000000
53	5.550720	5.143457	0.000000
54	6.395096	4.579740	0.000000
55	4.783271	4.861938	0.000000
56	7.328887	3.238735	0.000000
57	3.985587	4.510059	0.000000
58	8.464549	0.825073	0.000000
59	8.000000	0.000000	0.000000
60	3.055241	3.735000	0.000000
61	1.881082	7.658975	0.000000
62	2.499218	5.013485	0.000000
63	2.789307	5.351283	0.000000
64	2.132555	4.776141	0.000000
65	2.245435	4.981226	0.000000
66	2.590059	5.978615	0.000000
